Question,Answer,Tags
2.3.55,N/A,gatecse-2021-set1  co-and-architecture  cache-memory  numerical-answers  1-mark
2.4.5,N/A,gatecse-2021-set2  numerical-answers  co-and-architecture  dma  1-mark
2.7.1,N/A,gate1987  co-and-architecture  interrupts  io-handling  true-false
2.7.2,N/A,gate1987  co-and-architecture  io-handling  true-false
2.7.3,N/A,gate1990  true-false  co-and-architecture  io-handling  interrupts
2.8.1,N/A,gate1990  true-false  co-and-architecture  instruction-execution
2.9.3,N/A,gate1994  co-and-architecture  machine-instruction  instruction-format  normal  true-false
2.14.20,N/A,gatecse-2014-set3  co-and-architecture  pipelining  numerical-answers  normal
2.14.25,N/A,gatecse-2016-set1  co-and-architecture  pipelining  normal  numerical-answers
2.14.27,N/A,gatecse-2017-set1  co-and-architecture  pipelining  normal  numerical-answers
2.14.29,N/A,gatecse-2020  numerical-answers  co-and-architecture  pipelining  2-marks
2.14.30,N/A,gatecse-2021-set1  co-and-architecture  pipelining  numerical-answers  2-marks
2.14.32,N/A,gatecse-2022  numerical-answers  co-and-architecture  pipelining  stall  2-marks
3.1.2,N/A,gate1992  compiler-design  assembler  easy
3.1.5,N/A,gate1994  compiler-design  normal  assembler  true-false  descriptive
3.1.7,N/A,gate1994  compiler-design  normal  assembler  true-false  descriptive
3.1.8,N/A,gate1994  compiler-design  normal  assembler  true-false  descriptive
3.17.5,N/A,gate1990  true-false  compiler-design  runtime-environment
5.4.1,N/A,gate1994  databases  normal  database-design  true-false
5.5.1,N/A,gate1987  databases  database-normalization  true-false
5.5.8,N/A,gate1994  databases  database-normalization  easy  true-false
5.5.48,N/A,gateda-sample-paper-2024  database-normalization
5.16.43,N/A,gatecse-2021-set1  databases  sql  numerical-answers  1-mark
6.12.1,N/A,gate1994  digital-logic  normal  true-false  finite-state-machines
8.5.1,N/A,gate1987  binary-tree  data-structures  normal  true-false
8.5.2,N/A,gate1987  data-structures  binary-tree  true-false
10.2.1,N/A,gate1987  theory-of-computation  context-free-language  true-false
10.4.1,N/A,gate1987  theory-of-computation  turing-machine  decidability  true-false
10.4.2,N/A,gate1987  theory-of-computation  turing-machine  decidability  true-false
10.15.1,N/A,gate1987  theory-of-computation  regular-language  true-false
10.15.2,N/A,gate1987  theory-of-computation  regular-language  true-false
